ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB
4999	17	19	79	20	407	18	686
5000	3	3	113	1	1	1	4
5001	3	3	380	1	1	1	4
5002	4	1	2	52	1	284	7
5003	4	1	4	1	3	44	10
5004	10	1	381	1	12	1	38
5005	18	135	104	22	31	175	51
5006	16	24	21	201	47	22	75
5007	4	20	1	6	12	1	129
5008	75	1	1	1	1	10	427
5009	2	1	1	1	2	1	4
5010	17	19	92	39	272	21	148
5011	2	3	1	39	1	1	4
5012	2	7	70	1	9	6	18
5013	42	15	18	63	31	37	593
5014	4	1	1	20	9	4	83
5015	18	22	89	88	123	13	154
5016	13	22	18	16	94	13	149
5017	2	3	6	1	186	100	239
5018	2	3	2	2	6	283	4
5019	2	1	5	329	17	4	42
5020	2	1	1	1	11	1	31
5021	268	1	2	1	7	1	12
5022	2	3	5	1	1	4	2
5023	2	3	1	34	3	27	19
5024	2	2	1	1	9	6	13
5025	2	1	99	1	9	1	687
5026	2	1	2	1	3	1	10
5027	2	214	1	1	9	4	12
5028	18	22	18	16	11	13	35
5029	270	3	1	1	1	1	4
5030	2	1	382	1	7	1	7
5031	271	1	1	1	1	1	1
5032	16	18	21	32	92	22	67
5033	2	1	334	1	1	4	48
5034	4	1	1	1	9	1	10
5035	4	1	1	6	10	4	23
5036	2	1	2	1	12	1	688
5037	2	1	4	1	12	285	19
5038	2	215	5	1	17	4	42
5039	10	35	1	26	1	7	10
5040	18	22	55	85	11	13	690
5041	16	66	383	330	84	17	200
5042	10	5	1	26	1	102	468
5043	10	1	20	26	1	4	333
5044	16	24	21	334	137	22	45
5045	4	6	384	3	12	1	15
5046	16	18	36	38	92	17	67
5047	12	1	5	18	1	4	235
5048	2	1	2	1	7	1	68
5049	2	3	6	294	9	4	13
5050	2	6	1	3	3	27	59
5051	12	1	1	1	1	4	6
5052	18	22	26	110	11	141	99
5053	18	22	56	110	74	20	169
5054	18	22	55	22	94	38	285
5055	18	22	26	23	31	13	114
5056	2	5	118	1	1	1	13
5057	38	63	92	84	133	63	658
5058	16	24	385	53	76	22	67
5059	16	18	84	31	92	29	75
5060	16	49	21	138	47	22	188
5061	272	19	386	331	122	21	52
5062	273	19	66	39	437	18	689
5063	18	109	56	332	11	38	51
5064	5	3	1	1	9	144	26
5065	16	18	109	32	331	22	150
5066	10	77	2	1	12	1	39
5067	3	1	1	3	4	286	39
5068	18	22	387	110	234	38	169
5069	2	1	2	1	12	1	123
5070	2	1	2	1	1	287	4
5071	16	24	21	53	68	22	67
5072	4	3	1	1	12	1	18
5073	42	22	25	61	11	74	169
5074	5	5	1	1	1	4	56
5075	18	109	193	333	11	61	99
5076	4	1	388	1	1	6	15
5077	18	71	389	61	25	128	99
5078	2	1	2	1	12	5	59
5079	2	6	1	335	8	1	15
5080	2	1	1	1	284	24	691
5081	2	3	2	1	4	1	4
5082	2	1	246	1	10	4	692
5083	2	94	5	3	503	1	8
5084	2	1	2	1	504	1	4
5085	2	1	1	39	7	1	2
5086	2	3	2	1	7	1	693
5087	2	1	1	1	2	2	43
5088	2	3	2	1	9	1	12
5089	2	1	2	1	505	1	7
5090	2	1	1	20	1	1	13
5091	2	7	1	26	1	4	7
5092	2	216	172	1	1	1	56
5093	2	1	4	14	1	5	30
5094	2	3	1	1	220	1	42
5095	2	3	1	4	7	2	38
5096	2	68	1	1	10	85	13
5097	2	217	1	1	9	4	12
5098	2	1	1	1	13	1	16
5099	2	1	11	1	7	1	695
5100	2	3	1	206	4	4	4
5101	2	1	1	1	128	289	4
5102	2	1	2	7	10	4	46
5103	2	1	1	1	13	1	19
5104	2	1	1	337	12	1	4
5105	2	5	2	39	10	1	46
5106	2	1	99	1	13	1	16
5107	2	1	5	1	9	4	112
5108	2	3	1	39	7	1	12
5109	2	1	1	1	1	4	10
5110	2	1	1	36	13	1	38
5111	2	4	394	26	7	27	9
5112	2	1	65	2	7	1	2
5113	2	1	1	1	9	4	23
5114	2	1	395	1	2	1	311
5115	2	1	1	26	1	24	43
5116	2	1	1	1	7	4	472
5117	2	1	1	1	10	4	6
5118	2	6	4	2	1	5	66
5119	2	3	10	1	4	4	4
5120	2	1	1	1	1	1	62
5121	2	1	1	1	167	1	31
5122	2	3	1	156	4	4	4
5123	2	6	10	1	1	10	25
5124	2	3	2	26	1	243	697
5125	2	1	1	3	9	4	62
5126	2	1	2	39	7	1	9
5127	2	3	2	1	1	4	12
5128	2	1	2	20	7	1	13
5129	2	5	1	1	12	4	46
5130	2	1	65	1	10	11	2
5131	2	1	11	339	1	1	271
5132	2	3	1	1	9	7	22
5133	2	9	1	20	13	4	16
5134	2	79	13	1	21	4	4
5135	2	3	11	1	1	4	23
5136	2	9	2	1	13	291	10
5137	2	3	1	1	506	4	61
5138	2	1	5	8	9	8	24
5139	2	1	2	1	4	4	129
5140	2	1	2	37	45	4	43
5141	2	9	2	20	13	1	16
5142	2	1	2	1	9	10	18
5143	2	3	41	1	17	260	46
5144	2	1	1	2	27	1	87
5145	2	1	62	3	507	4	110
5146	2	1	1	1	12	144	212
5147	2	1	2	14	128	1	8
5148	3	3	390	1	1	1	79
5149	3	5	2	1	16	1	12
5150	3	5	95	1	16	1	696
5151	3	1	1	1	12	1	23
5152	4	1	2	52	1	288	7
5153	4	5	1	1	12	4	4
5154	4	1	1	1	1	4	9
5155	4	1	2	52	1	77	7
5156	4	3	1	39	7	1	6
5157	4	3	2	36	9	10	14
5158	4	3	1	36	12	10	14
5159	4	218	2	336	7	4	224
5160	4	1	2	2	1	10	2
5161	4	1	1	3	9	4	4
5162	4	1	1	338	46	4	4
5163	4	3	35	26	1	4	59
5164	4	1	2	52	1	290	7
5165	4	2	2	1	12	1	12
5166	4	3	1	36	9	10	4
5167	4	1	65	14	2	6	13
5168	4	6	17	146	20	10	25
5169	4	35	2	1	10	7	70
5170	5	1	2	1	8	11	24
5171	9	4	2	1	1	1	698
5172	9	1	2	37	1	1	27
5173	10	1	391	1	9	27	6
5174	10	1	2	2	10	4	23
5175	10	1	218	4	12	1	2
5176	12	1	5	26	12	4	694
5177	23	1	2	17	27	1	23
5178	23	31	2	1	12	4	23
5179	23	1	2	1	9	1	23
5180	23	31	392	1	9	4	23
5181	31	1	1	2	3	156	439
5182	47	1	1	1	3	4	4
5183	79	1	1	3	9	28	39
5184	236	1	393	1	1	1	1
5185	246	83	1	1	1	4	648
5186	274	1	2	52	1	1	7
5187	275	1	1	1	1	1	43
5188	276	1	11	20	3	1	13
5189	277	1	2	4	1	1	4
5190	259	135	26	22	337	74	50
5191	17	19	79	160	470	18	52
5192	2	1	5	1	17	4	699
5193	2	1	1	1	1	4	700
5194	2	3	1	1	4	4	701
5195	32	5	1	1	9	293	18
5196	2	1	2	1	7	292	81
5198	2	1	5	340	17	4	42
5199	65	219	235	79	136	81	209
5200	4	6	1	26	1	4	19
5201	2	5	1	1	9	1	8
5202	4	1	11	1	21	7	35
5203	2	1	1	1	7	4	24
5204	10	1	5	1	9	4	112
5205	2	60	1	1	7	1	43
5206	12	3	1	2	5	1	4
5207	2	1	1	26	3	4	9
5208	17	19	90	263	511	18	277
5209	2	1	1	1	4	4	705
5210	2	2	396	1	3	3	3
5211	2	1	1	1	9	282	12
5212	2	1	2	1	10	4	706
5213	2	220	1	1	9	4	12
5214	2	1	1	1	27	5	42
5215	4	1	4	1	17	111	12
5216	48	22	18	59	92	296	51
5217	2	6	1	5	363	1	708
5218	154	1	11	1	1	1	13
5219	69	19	90	341	125	18	148
5220	17	19	22	20	30	18	162
5221	2	1	11	342	9	1	112
5222	278	3	4	97	12	1	39
5223	4	1	2	52	1	1	709
5224	156	117	214	186	304	280	679
5225	2	6	1	3	10	1	86
5226	1	2	1	10	1	19	2
5227	2	33	1	1	12	1	25
5228	2	1	11	1	10	10	35
5229	14	1	1	26	1	1	271
5230	16	3	21	27	47	22	200
5231	2	1	20	2	47	1	16
5232	2	1	2	1	13	1	89
5233	20	22	122	315	11	92	99
5234	32	5	1	1	9	4	710
5235	3	3	1	1	512	1	31
5236	280	155	1	346	7	204	22
5237	2	1	1	1	16	4	12
5238	2	1	379	1	9	1	4
5239	2	1	1	1	514	4	4
5240	2	3	1	1	4	1	18
5241	2	5	399	1	4	1	4
5242	2	1	5	26	7	4	713
5243	2	1	1	347	9	1	12
5244	281	1	1	1	1	1	1
5245	282	4	6	1	7	4	38
5246	4	1	2	1	26	1	112
5247	3	1	218	1	9	8	24
5248	2	1	3	1	10	4	56
5249	18	22	26	348	85	20	51
5250	18	22	18	349	134	13	51
5251	2	10	2	1	2	24	68
5252	16	18	43	138	42	33	714
5253	4	1	1	6	64	299	14
5254	3	3	1	1	515	1	4
5255	16	45	21	27	47	300	67
5256	16	18	400	201	229	22	715
5257	10	6	1	9	12	4	716
5258	283	3	1	4	1	4	13
5259	2	221	1	47	1	4	43
5260	3	1	401	4	1	1	4
5261	48	22	18	59	92	13	717
5262	2	1	1	1	516	4	12
5263	2	222	6	1	9	4	13
5264	16	18	21	49	517	17	152
5265	2	1	1	1	9	4	718
5266	16	24	402	201	353	60	103
5267	16	18	403	350	92	59	67
5268	2	1	1	1	518	4	12
5269	2	1	404	1	20	10	25
5270	2	3	2	2	6	4	719
5271	16	45	21	27	47	22	720
5272	2	6	1	72	519	4	64
5273	284	223	405	351	520	301	721
5274	2	1	406	1	10	1	19
5275	2	9	2	1	13	1	722
5276	2	1	1	1	4	4	723
5277	10	4	1	3	12	44	724
5278	4	5	1	2	12	4	725
5279	16	18	407	105	76	17	67
5280	2	1	1	1	7	15	726
5281	17	19	39	20	521	21	162
5282	285	4	6	1	7	4	38
5283	4	16	408	60	1	4	18
5284	2	1	2	1	10	4	727
5285	18	23	18	352	11	41	51
5286	2	5	2	2	7	1	728
5287	2	1	108	26	1	1	729
5288	18	224	26	16	115	13	51
5289	286	22	345	74	115	302	51
5290	2	1	1	26	522	1	15
5291	1	225	1	1	1	1	1
5292	4	5	1	1	9	1	730
5293	2	1	2	1	9	303	13
5294	18	22	409	63	85	20	51
5295	4	5	2	2	1	1	731
5296	16	18	21	353	47	22	732
5297	2	1	2	1	523	1	733
5298	12	1	1	2	524	1	36
5299	18	15	26	16	525	13	106
5300	2	9	2	1	13	304	16
5301	18	22	345	22	115	302	51
5302	287	49	30	38	90	22	45
5303	2	3	410	1	4	4	4
5304	4	1	1	354	7	4	373
5305	9	4	2	1	1	305	27
5306	2	1	2	1	7	1	734
5307	2	1	1	355	9	4	42
5308	2	1	2	80	10	1	735
5309	18	22	26	96	526	20	208
5310	2	2	1	1	3	306	3
5311	288	1	5	1	9	4	13
5312	16	226	21	105	39	22	67
5313	18	15	411	59	11	13	51
5314	16	18	84	27	47	307	67
5315	18	22	18	16	11	13	736
5316	38	63	92	84	527	63	737
5317	2	1	5	1	17	4	738
5318	289	1	1	1	12	1	4
5319	2	227	2	17	1	4	4
5320	2	3	2	1	1	4	739
5321	18	22	26	23	31	308	49
5322	2	10	1	1	4	309	740
5323	2	1	1	26	1	1	741
5324	1	6	1	1	528	1	1
5325	290	19	149	39	207	97	276
5326	10	20	412	1	9	11	14
5327	18	22	26	64	7	310	99
5328	291	24	21	27	529	60	134
5329	2	1	413	1	1	1	223
5330	18	22	26	64	530	20	742
5331	2	1	414	4	9	1	14
5332	4	1	1	26	66	4	743
5333	18	22	26	63	85	20	744
5334	2	1	415	1	1	1	745
5335	2	1	416	1	4	4	4
5336	2	1	2	1	4	1	2
5337	10	1	11	1	26	11	43
5338	2	50	1	1	21	4	64
5339	2	1	1	14	8	1	39
5340	2	3	244	75	9	7	137
5341	2	7	1	3	12	4	87
5342	2	1	11	1	10	10	4
5343	3	5	1	1	9	111	43
5344	2	5	1	1	13	1	14
5345	2	40	10	1	12	4	40
5346	4	1	2	1	1	7	702
5347	10	1	2	1	9	8	112
5348	2	1	2	1	9	4	4
5349	16	24	21	38	68	22	67
5350	2	6	17	82	20	10	25
5351	3	1	2	4	1	67	4
5352	3	4	6	37	7	4	38
5353	4	1	5	2	1	278	4
5354	17	80	92	20	133	240	126
5355	16	18	21	49	84	295	618
5356	2	1	1	1	9	1	703
5357	2	1	1	1	509	3	18
5358	2	3	1	1	9	8	10
5359	2	1	2	69	10	1	19
5360	4	1	2	36	134	10	14
5361	2	3	2	1	1	1	13
5362	16	45	21	49	39	22	67
5363	2	3	1	1	20	4	110
5364	2	5	1	1	1	112	14
5365	3	3	1	1	1	71	4
5366	2	1	2	3	532	1	39
5367	2	1	1	1	9	11	18
5369	2	1	17	1	247	4	18
5370	2	1	195	1	9	1	13
5371	2	93	1	1	9	1	36
5372	16	18	418	269	533	22	586
5373	2	1	2	1	12	1	747
5374	293	229	419	358	534	311	751
5375	294	230	420	1	535	312	752
5376	295	6	1	1	1	1	1
5377	2	1	2	17	7	44	753
5378	2	3	2	4	7	4	12
5379	2	1	1	1	3	1	748
5380	4	16	408	1	1	4	18
5381	16	175	21	38	47	22	67
5382	18	22	74	357	94	69	99
5383	244	3	1	1	10	1	8
5384	156	117	214	186	304	280	750
5385	2	3	2	1	10	4	749
5386	18	22	421	110	11	38	169
5387	2	1	2	1	7	4	12
5388	2	1	2	2	4	31	40
5389	2	1	5	1	17	4	18
5390	2	1	1	115	4	4	271
5391	2	1	99	1	13	1	62
5392	5	1	1	1	9	1	264
5393	2	7	2	1	9	1	9
5394	2	94	5	1	503	1	4
5395	4	1	1	1	12	16	70
5396	2	1	215	12	10	4	9
5397	2	1	308	1	1	287	4
5398	10	1	1	3	12	1	38
5399	4	1	2	1	1	4	363
5400	2	9	2	1	13	4	16
5401	2	3	2	1	9	1	24
5402	2	1	41	1	7	4	4
5403	15	1	20	1	10	4	6
5404	15	1	2	18	1	4	235
5405	2	1	2	1	1	4	4
5406	2	1	2	1	213	1	100
5407	2	3	1	1	9	4	42
5408	18	22	26	61	11	13	419
5409	4	1	124	5	4	1	91
5410	2	6	1	3	536	1	18
5411	4	1	2	36	537	10	14
5412	16	18	21	27	52	22	755
5413	4	5	1	2	538	1	47
5414	16	49	105	268	331	17	178
5415	4	3	1	1	1	4	756
5416	2	1	2	1	10	4	757
5417	2	1	1	2	539	4	4
5418	4	1	1	359	48	4	24
5419	4	1	1	1	1	1	5
5420	2	3	1	4	1	2	38
5421	18	71	26	22	337	233	51
5422	3	3	1	1	1	1	9
5423	42	22	25	96	115	20	712
5424	4	4	1	1	7	4	264
5425	2	3	87	1	12	1	759
5426	16	24	21	31	47	257	760
5427	17	73	90	39	541	18	148
5428	2	1	1	6	1	4	754
5429	2	1	1	26	20	1	4
5430	3	4	6	360	7	4	4
5431	2	1	2	1	1	4	286
5432	18	22	26	64	154	20	4
5433	18	15	64	59	543	13	294
5434	1	6	35	361	544	4	14
5435	18	23	18	362	94	41	763
5436	18	22	26	89	542	13	51
5437	2	3	1	1	9	4	23
5438	198	1	2	1	10	4	764
5439	198	1	2	1	7	152	765
5440	18	22	55	22	94	13	194
5441	2	3	1	1	4	313	4
5442	79	1	1	1	7	4	761
5443	18	22	26	61	11	128	762
5444	42	22	26	96	542	13	51
5445	2	5	2	28	520	1	43
5446	4	1	2	1	1	314	23
5447	2	1	1	3	7	1	91
5448	2	1	1	1	3	24	767
5449	7	1	11	1	26	8	43
5450	2	1	1	1	4	4	766
5451	2	1	2	1	21	1	7
5452	259	71	26	22	337	92	51
5453	16	18	21	38	55	22	67
5454	42	15	18	120	94	13	609
5455	16	18	21	27	47	17	67
5456	2	1	2	1	546	1	19
5457	1	1	1	1	547	1	1
5458	2	1	65	13	285	4	9
5459	2	3	1	3	1	28	35
5460	292	228	417	356	531	181	746
5461	17	55	73	20	150	18	608
5462	2	1	1	26	3	27	25
5463	17	19	28	20	482	18	52
5464	2	1	5	285	9	4	24
5465	18	22	26	16	94	20	99
5466	2	1	1	20	17	4	18
5467	29	24	46	27	44	22	71
5468	2	5	1	3	64	1	9
5469	18	3	1	1	7	1	439
5470	10	1	1	1	9	5	24
5471	18	22	25	63	1	20	51
5472	2	1	1	1	1	80	19
5473	2	3	6	1	9	7	42
5474	16	24	60	32	42	22	67
5475	2	6	2	37	45	4	9
5476	9	3	2	1	10	1	27
5477	2	1	1	34	12	4	4
5478	2	1	2	1	1	4	23
5479	16	24	21	32	75	22	134
5480	10	1	2	1	375	1	4
5481	2	3	2	20	1	1	56
5482	2	3	1	1	10	1	8
5483	16	24	21	27	52	22	374
5484	2	5	2	1	12	4	26
5485	17	19	175	39	122	21	52
5486	4	1	1	1	20	1	35
5487	16	90	84	49	194	33	67
5488	16	18	21	49	44	17	152
5489	18	23	18	63	167	13	51
5490	2	3	2	1	12	1	38
5491	1	1	1	1	1	1	16
5492	2	1	2	37	45	4	34
5493	18	22	26	22	115	91	227
5494	2	6	1	1	1	4	40
5495	16	18	21	27	39	130	103
5496	3	3	351	1	1	1	4
5497	2	3	2	1	1	4	24
5498	3	3	39	1	1	1	1
5499	16	24	21	27	54	17	67
5500	1	1	99	1	1	70	1
5501	18	22	55	63	127	13	51
5502	2	1	1	1	21	1	9
5503	2	9	2	1	13	1	472
5504	2	1	1	1	14	7	4
5505	18	22	56	61	474	20	99
5506	16	24	21	105	83	17	207
5507	2	1	11	20	3	1	13
5508	4	5	1	2	9	1	4
5509	4	83	278	1	4	25	19
5510	1	3	1	1	1	1	4
5511	2	9	220	1	13	1	16
5512	2	1	2	1	10	1	336
5513	10	1	1	1	12	45	4
5514	18	22	26	16	11	13	99
5515	16	18	21	67	47	22	67
5516	3	3	5	1	1	1	4
5517	6	3	1	1	1	4	12
5518	2	1	2	4	26	1	2
5519	2	1	33	284	1	4	56
5520	16	24	21	33	53	40	67
5521	25	10	1	1	20	1	7
5522	16	45	42	27	132	66	75
5523	3	4	6	1	7	4	12
5524	2	1	1	94	9	4	12
5525	17	19	1	39	51	18	72
5526	2	9	2	259	13	1	16
5527	18	22	422	22	11	13	192
5528	4	1	2	1	12	4	768
5529	23	31	2	1	9	4	769
5530	3	3	1	1	1	1	495
5531	2	9	1	1	13	1	4
5532	2	4	1	3	26	1	77
5533	16	18	21	27	76	40	67
5534	2	1	1	1	1	5	1
5535	4	4	1	1	1	4	4
5536	3	3	28	1	1	1	4
5537	17	19	1	39	1	271	262
5538	3	3	1	1	7	1	12
5539	3	3	1	1	27	1	42
5540	3	3	1	1	7	1	10
5541	2	1	11	1	1	4	242
5542	10	1	17	37	1	1	9
5543	1	1	1	1	12	1	1
5544	3	3	1	1	401	1	4
5545	3	3	1	1	26	1	77
5546	5	1	5	1	1	11	24
5547	3	3	1	1	9	1	93
5548	2	6	1	3	1	1	4
5549	2	1	1	1	1	1	93
5550	2	1	1	1	10	1	13
5551	18	22	63	110	365	13	208
5552	3	4	6	1	1	1	4
5553	28	24	21	38	76	22	64
5554	2	1	1	1	3	1	31
5555	151	1	1	37	3	27	4
5556	1	1	1	1	1	1	38
5557	18	22	25	96	167	41	50
5558	18	22	26	22	548	13	51
5559	9	4	2	363	1	1	27
5560	2	1	1	1	9	1	770
5561	2	5	216	1	21	25	771
5562	2	9	2	364	13	1	10
5563	17	19	188	20	545	18	197
5564	145	19	39	114	268	21	772
5565	2	1	1	34	10	1	6
5566	17	19	66	365	198	18	277
5567	17	19	79	276	219	21	773
5568	4	1	1	1	549	1	6
5569	18	22	89	88	25	13	154
5570	296	4	2	1	1	1	27
5571	2	1	423	1	10	4	13
5572	16	18	45	27	331	17	775
5573	2	10	1	1	4	4	64
5574	4	1	1	1	3	1	4
5575	4	4	2	1	7	4	46
5576	1	13	1	1	1	1	1
5577	4	1	1	1	9	5	774
5578	297	20	1	366	26	1	4
5579	2	231	1	1	2	1	43
5580	298	1	1	1	9	1	13
5581	65	194	86	182	136	82	209
5582	17	19	212	20	358	18	162
5583	2	1	2	1	13	1	62
5584	18	22	26	61	11	105	99
5585	18	22	26	61	195	20	169
5586	2	9	2	1	13	1	776
5587	2	20	416	1	9	146	93
5588	2	1	11	1	10	1	112
5589	69	19	90	20	125	18	81
5590	2	3	435	1	9	7	4
5591	6	3	1	1	12	8	4
5592	2	1	1	1	140	44	790
5593	17	19	39	39	552	21	262
5594	18	22	56	162	556	13	51
5595	45	18	21	105	455	22	786
5596	2	9	2	1	13	1	787
5597	16	24	21	40	106	17	67
5598	16	18	21	33	55	17	341
5599	294	3	1	1	4	331	4
5600	306	24	21	27	47	22	188
5601	4	114	2	1	7	70	34
5602	2	6	1	3	26	1	758
5603	2	1	1	8	10	4	202
5604	1	6	1	1	1	1	778
5605	2	6	17	368	20	10	25
5606	2	53	3	1	550	4	779
5607	18	22	18	22	25	37	780
5608	18	22	26	22	31	74	781
5609	18	22	26	16	93	317	51
5610	2	1	1	1	1	318	665
5611	301	1	3	1	9	27	4
5612	302	4	6	1	7	4	4
5613	3	4	6	1	551	4	38
5614	1	6	1	1	7	1	1
5615	2	6	1	5	1	1	6
5616	3	4	6	5	7	4	38
5617	16	1	21	27	47	122	75
5618	17	19	79	20	108	18	142
5619	18	22	56	110	159	141	357
5620	2	5	1	1	26	1	31
5621	2	3	6	1	9	102	13
5622	17	3	39	20	228	70	162
5623	2	1	1	26	4	1	18
5624	4	3	2	1	9	1	299
5625	2	1	1	3	40	1	22
5626	4	1	2	3	1	4	4
5627	2	1	2	1	12	1	271
5628	50	80	92	39	7	18	148
5629	50	80	92	39	228	250	162
5630	18	22	26	61	79	13	9
5631	18	23	26	63	123	92	192
5632	2	1	2	1	10	1	179
5633	17	19	29	25	27	21	148
5634	2	1	11	1	9	10	7
5635	26	1	1	1	7	4	9
5636	2	3	87	1	12	1	4
5637	2	5	1	1	21	1	24
5638	26	40	1	1	1	44	5
5639	4	1	1	367	1	1	4
5640	14	1	2	1	14	1	1
5641	6	3	1	1	7	1	23
5642	4	1	4	26	21	5	35
5643	4	1	425	26	1	1	4
5644	17	19	82	81	553	63	148
5645	303	19	79	20	150	18	406
5646	16	24	21	27	76	22	71
5647	38	19	39	20	417	123	130
5648	98	19	28	39	122	21	52
5649	284	232	426	370	554	301	782
5650	18	200	427	61	11	92	99
5651	18	22	26	70	79	13	50
5652	16	64	21	53	50	22	207
5653	17	19	428	39	555	21	142
5654	17	19	429	39	105	21	53
5655	17	19	39	39	315	21	126
5656	18	15	26	22	94	37	285
5657	16	18	84	91	57	319	85
5658	18	22	26	61	31	128	154
5659	18	22	26	59	174	13	49
5660	232	19	28	39	228	18	783
5661	17	19	39	39	478	18	166
5662	17	19	39	20	156	18	385
5663	17	55	39	20	103	18	52
5664	16	18	21	33	558	22	74
5665	16	24	21	31	76	57	67
5666	16	24	21	49	83	22	67
5667	16	24	21	31	47	320	784
5668	72	24	21	138	76	17	105
5669	18	22	122	378	570	20	99
5670	18	15	436	63	269	13	51
5671	17	19	430	39	187	21	125
5672	17	19	28	20	258	18	148
5673	38	19	82	371	172	63	148
5674	18	22	26	372	252	13	51
5675	17	19	92	20	559	271	52
5676	5	5	210	1	7	4	23
5677	16	18	21	27	132	66	251
5678	17	80	39	20	105	21	197
5679	28	24	21	33	47	153	67
5680	16	24	84	53	452	22	45
5681	42	15	18	63	142	37	593
5682	304	19	431	39	560	21	162
5683	16	18	21	38	561	22	404
5684	4	1	1	3	21	4	35
5685	16	18	21	27	47	22	207
5686	18	23	26	61	429	38	169
5687	17	55	127	20	30	21	52
5688	17	19	66	20	105	21	162
5689	17	55	39	39	228	18	785
5690	50	19	154	39	105	321	166
5691	14	1	2	1	7	1	1
5692	38	233	156	373	562	21	126
5693	16	24	21	40	47	93	75
5694	16	18	93	27	41	22	105
5695	16	18	223	27	55	17	67
5696	2	1	6	75	9	7	18
5697	16	24	21	49	39	66	45
5698	16	24	21	49	76	59	67
5699	38	19	432	114	268	21	148
5700	16	18	21	27	53	29	67
5701	18	71	104	59	31	74	788
5702	17	19	79	58	108	21	232
5703	16	24	21	27	68	40	67
5704	16	24	21	53	42	17	188
5705	18	80	39	39	117	18	197
5706	16	24	21	53	53	40	103
5707	4	1	1	20	21	322	789
5708	305	19	79	39	563	21	52
5709	32	5	1	1	9	4	25
5710	16	18	21	374	564	323	67
5711	18	22	56	375	11	38	51
5712	38	19	39	20	565	21	772
5713	16	24	21	76	50	22	152
5714	38	19	188	39	187	21	162
5715	18	22	26	90	11	13	51
5716	18	22	26	59	11	20	312
5717	18	22	18	108	94	37	380
5718	2	1	101	1	12	25	25
5719	307	22	85	61	7	92	99
5720	17	19	370	39	562	21	53
5721	18	22	26	59	566	38	51
5722	2	3	4	97	12	324	39
5723	2	3	1	1	9	4	39
5724	17	19	66	39	219	240	53
5725	2	1	1	50	1	4	4
5726	16	24	21	27	39	22	288
5727	17	19	319	58	567	325	238
5728	18	22	25	1	11	13	51
5729	2	1	2	17	27	1	1
5730	2	1	2	1	1	4	791
5731	2	1	1	2	16	4	337
5732	18	201	26	22	94	20	49
5733	2	1	1	1	12	1	421
5734	2	3	6	1	9	7	299
5735	17	19	148	58	73	21	797
5736	18	23	433	333	11	142	228
5737	17	234	66	39	568	21	792
5738	2	1	65	1	10	4	793
5739	16	18	21	31	92	29	67
5740	17	73	39	39	187	18	794
5741	18	22	18	125	25	20	165
5742	2	1	434	1	13	1	62
5743	18	22	26	16	402	13	51
5744	18	22	74	16	7	326	99
5745	42	23	74	110	7	38	192
5746	16	18	21	376	68	22	67
5747	16	18	137	27	92	59	207
5748	18	22	18	64	114	13	51
5749	17	19	127	379	492	21	342
5750	2	1	2	1	10	1	24
5751	17	19	69	39	122	21	795
5752	17	19	148	58	401	21	798
5753	2	1	1	1	10	1	9
5754	3	1	1	1	20	2	62
5755	4	1	2	6	2	5	9
5756	2	81	2	3	8	1	2
5757	38	19	175	377	569	21	796
5758	2	3	5	20	12	4	9
5759	2	20	2	1	9	11	355
5760	17	19	28	20	103	18	52
5761	18	22	18	63	11	13	672
5762	7	40	169	26	1	1	23
5763	16	18	21	40	104	22	67
5764	2	1	2	380	7	4	4
5765	2	3	2	17	101	1	121
5766	16	24	21	27	137	30	67
5767	4	1	424	1	12	1	25
5768	2	3	1	39	7	1	9
5769	2	1	2	369	101	315	129
5770	299	135	26	22	31	13	50
5771	16	18	21	32	41	33	73
5772	4	1	1	1	10	316	777
5773	300	5	1	4	8	2	12
5774	45	18	21	105	29	22	67
5775	2	3	6	75	9	7	4
5776	2	1	5	1	9	1	13
5777	2	1	2	3	7	1	17
5778	16	18	296	27	146	59	618
5779	16	24	109	32	39	22	67
5780	16	24	21	27	44	22	178
5781	16	18	21	27	120	40	67
5782	16	24	21	27	28	22	183
5784	2	1	1	2	61	4	13
5785	2	6	1	3	26	46	77
5786	2	3	2	1	10	4	12
5787	2	1	2	4	1	11	13
5788	2	1	1	1	17	1	13
5789	2	1	65	1	10	4	4
5791	3	1	2	217	1	46	4
5792	38	19	92	275	96	266	148
5794	16	24	21	27	52	17	152
5795	16	18	21	382	155	22	67
5796	18	22	283	1	98	38	99
5797	38	19	53	58	73	21	148
5798	16	235	437	381	65	22	799
5799	2	1	2	2	48	4	4
5800	2	9	2	1	13	1	61
5801	2	1	1	26	1	1	800
5802	16	32	21	154	68	22	67
5803	10	1	209	383	7	327	801
5804	308	19	438	112	122	21	797
5805	2	237	15	1	18	4	70
5806	18	15	398	345	11	13	106
5807	2	1	1	1	9	328	12
5808	4	1	3	1	7	1	7
5809	18	3	1	1	1	1	4
5810	309	1	1	20	61	4	132
5811	310	1	5	1	7	11	24
5812	16	24	36	384	47	22	67
5813	2	238	1	1	13	1	16
5814	2	1	5	1	26	4	802
5815	3	239	1	1	1	1	4
5816	4	16	2	1	571	3	40
5817	311	1	1	1	1	1	4
5818	113	187	2	1	10	16	121
5819	3	4	6	1	7	329	38
5820	17	19	39	20	371	18	803
5821	16	24	21	40	92	17	134
5822	2	6	2	385	12	1	4
5823	16	24	21	31	47	22	804
5824	2	1	1	2	572	4	18
